Name,Type,Asset,ID,Lots,Open,Close,Entry,Exit,Profit,Rollover,ExitType
,Long,EUR/CHF,39224365,2,31.12.13 10:00,02.01.14 08:02,1.22653,1.22881,3.7100,0.00000,Stop
,Long,EUR/CHF,39355302,2,03.01.14 13:16,07.01.14 03:51,1.23120,1.23368,4.0200,0.00000,Stop
,Short,EUR/CHF,39532087,1,08.01.14 16:00,09.01.14 20:22,1.23612,1.23378,1.90000,0.00000,Stop
,Short,EUR/CHF,39646368,1,10.01.14 07:56,13.01.14 17:56,1.23353,1.23121,1.88000,0.00000,Stop
